processor_millis;SDS011_pm25; SDS011_pm10;BME680_temperature; BME680_pressure; BME680_humidity; BME680_gasResistance;CCS811_C02; CCS811_TVOC;GPS_year; GPS_month; GPS_day; GPS_hour; GPS_minute; GPS_seconds; GPS_longitude; GPS_latitude; GPS_noSaltilites; GPS_fix;CozIr_Co2; CozIr_Co2_filtered;SN1_WE_u; SN1_AE_u; SN2_WE_u; SN2_AE_u; NO2; O3; PT1000 temp;Errors;;;;
7214000;0;0;0;0;0;0;0;0;22;4;26;10;20;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7216000;0;0;0;0;0;0;0;0;22;4;26;10;20;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7218000;0;0;0;0;0;0;0;0;22;4;26;10;20;15;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7220000;0;0;0;0;0;0;0;0;22;4;26;10;20;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7222000;0;0;0;0;0;0;0;0;22;4;26;10;20;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7224000;0;0;0;0;0;0;0;0;22;4;26;10;20;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7226000;0;0;0;0;0;0;0;0;22;4;26;10;20;23;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7228000;0;0;0;0;0;0;0;0;22;4;26;10;20;25;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7230000;0;0;0;0;0;0;0;0;22;4;26;10;20;27;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7232000;0;0;0;0;0;0;0;0;22;4;26;10;20;29;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7234000;0;0;0;0;0;0;0;0;22;4;26;10;20;31;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7236000;0;0;0;0;0;0;0;0;22;4;26;10;20;33;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7238000;0;0;0;0;0;0;0;0;22;4;26;10;20;35;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7240000;0;0;0;0;0;0;0;0;22;4;26;10;20;37;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7242000;0;0;0;0;0;0;0;0;22;4;26;10;20;39;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7244000;0;0;0;0;0;0;0;0;22;4;26;10;20;41;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7246000;0;0;0;0;0;0;0;0;22;4;26;10;20;43;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7248000;0;0;0;0;0;0;0;0;22;4;26;10;20;45;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7250000;0;0;0;0;0;0;0;0;22;4;26;10;20;47;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7252000;0;0;0;0;0;0;0;0;22;4;26;10;20;49;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7254000;0;0;0;0;0;0;0;0;22;4;26;10;20;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7256000;0;0;0;0;0;0;0;0;22;4;26;10;20;53;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7258000;0;0;0;0;0;0;0;0;22;4;26;10;20;55;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7260000;0;0;0;0;0;0;0;0;22;4;26;10;20;57;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7262000;0;0;0;0;0;0;0;0;22;4;26;10;20;59;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7264000;0;0;0;0;0;0;0;0;22;4;26;10;21;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7266000;0;0;0;0;0;0;0;0;22;4;26;10;21;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7268000;0;0;0;0;0;0;0;0;22;4;26;10;21;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7270000;0;0;0;0;0;0;0;0;22;4;26;10;21;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7272000;0;0;0;0;0;0;0;0;22;4;26;10;21;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7274000;0;0;0;0;0;0;0;0;22;4;26;10;21;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7276000;0;0;0;0;0;0;0;0;22;4;26;10;21;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7278000;0;0;0;0;0;0;0;0;22;4;26;10;21;15;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7280000;0;0;0;0;0;0;0;0;22;4;26;10;21;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7282000;0;0;0;0;0;0;0;0;22;4;26;10;21;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7284000;0;0;0;0;0;0;0;0;22;4;26;10;21;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7286000;0;0;0;0;0;0;0;0;22;4;26;10;21;23;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7288000;0;0;0;0;0;0;0;0;22;4;26;10;21;25;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7290000;0;0;0;0;0;0;0;0;22;4;26;10;21;27;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7292000;0;0;0;0;0;0;0;0;22;4;26;10;21;29;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7294000;0;0;0;0;0;0;0;0;22;4;26;10;21;31;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7296000;0;0;0;0;0;0;0;0;22;4;26;10;21;33;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7298000;0;0;0;0;0;0;0;0;22;4;26;10;21;35;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7300000;0;0;0;0;0;0;0;0;22;4;26;10;21;37;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7302000;0;0;0;0;0;0;0;0;22;4;26;10;21;39;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7304000;0;0;0;0;0;0;0;0;22;4;26;10;21;41;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7306000;0;0;0;0;0;0;0;0;22;4;26;10;21;43;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7308000;0;0;0;0;0;0;0;0;22;4;26;10;21;45;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7310000;0;0;0;0;0;0;0;0;22;4;26;10;21;47;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7312000;0;0;0;0;0;0;0;0;22;4;26;10;21;49;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7314000;0;0;0;0;0;0;0;0;22;4;26;10;21;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7316000;0;0;0;0;0;0;0;0;22;4;26;10;21;53;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7318000;0;0;0;0;0;0;0;0;22;4;26;10;21;55;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7320000;0;0;0;0;0;0;0;0;22;4;26;10;21;57;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7322000;0;0;0;0;0;0;0;0;22;4;26;10;21;59;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7324000;0;0;0;0;0;0;0;0;22;4;26;10;22;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7326000;0;0;0;0;0;0;0;0;22;4;26;10;22;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7328000;0;0;0;0;0;0;0;0;22;4;26;10;22;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7330000;0;0;0;0;0;0;0;0;22;4;26;10;22;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7332000;0;0;0;0;0;0;0;0;22;4;26;10;22;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7334000;0;0;0;0;0;0;0;0;22;4;26;10;22;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7336000;0;0;0;0;0;0;0;0;22;4;26;10;22;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7338000;0;0;0;0;0;0;0;0;22;4;26;10;22;15;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7340000;0;0;0;0;0;0;0;0;22;4;26;10;22;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7342000;0;0;0;0;0;0;0;0;22;4;26;10;22;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7344000;0;0;0;0;0;0;0;0;22;4;26;10;22;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7346000;0;0;0;0;0;0;0;0;22;4;26;10;22;23;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7348000;0;0;0;0;0;0;0;0;22;4;26;10;22;25;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7350000;0;0;0;0;0;0;0;0;22;4;26;10;22;27;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7352000;0;0;0;0;0;0;0;0;22;4;26;10;22;29;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7354000;0;0;0;0;0;0;0;0;22;4;26;10;22;31;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7356000;0;0;0;0;0;0;0;0;22;4;26;10;22;33;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7358000;0;0;0;0;0;0;0;0;22;4;26;10;22;35;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7360000;0;0;0;0;0;0;0;0;22;4;26;10;22;37;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7362000;0;0;0;0;0;0;0;0;22;4;26;10;22;39;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7364000;0;0;0;0;0;0;0;0;22;4;26;10;22;41;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7366000;0;0;0;0;0;0;0;0;22;4;26;10;22;43;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7368000;0;0;0;0;0;0;0;0;22;4;26;10;22;45;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7370000;0;0;0;0;0;0;0;0;22;4;26;10;22;47;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7372000;0;0;0;0;0;0;0;0;22;4;26;10;22;49;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7374000;0;0;0;0;0;0;0;0;22;4;26;10;22;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7376000;0;0;0;0;0;0;0;0;22;4;26;10;22;53;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7378000;0;0;0;0;0;0;0;0;22;4;26;10;22;55;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7380000;0;0;0;0;0;0;0;0;22;4;26;10;22;57;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7382000;0;0;0;0;0;0;0;0;22;4;26;10;22;59;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7384000;0;0;0;0;0;0;0;0;22;4;26;10;23;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7386000;0;0;0;0;0;0;0;0;22;4;26;10;23;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7388000;0;0;0;0;0;0;0;0;22;4;26;10;23;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7390000;0;0;0;0;0;0;0;0;22;4;26;10;23;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7392000;0;0;0;0;0;0;0;0;22;4;26;10;23;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7394000;0;0;0;0;0;0;0;0;22;4;26;10;23;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7396000;0;0;0;0;0;0;0;0;22;4;26;10;23;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7398000;0;0;0;0;0;0;0;0;22;4;26;10;23;15;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7400000;0;0;0;0;0;0;0;0;22;4;26;10;23;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7402000;0;0;0;0;0;0;0;0;22;4;26;10;23;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7404000;0;0;0;0;0;0;0;0;22;4;26;10;23;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7406000;0;0;0;0;0;0;0;0;22;4;26;10;23;23;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7408000;0;0;0;0;0;0;0;0;22;4;26;10;23;25;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7410000;0;0;0;0;0;0;0;0;22;4;26;10;23;27;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7412000;0;0;0;0;0;0;0;0;22;4;26;10;23;29;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7414000;0;0;0;0;0;0;0;0;22;4;26;10;23;31;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7416000;0;0;0;0;0;0;0;0;22;4;26;10;23;33;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7418000;0;0;0;0;0;0;0;0;22;4;26;10;23;35;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7420000;0;0;0;0;0;0;0;0;22;4;26;10;23;37;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7422000;0;0;0;0;0;0;0;0;22;4;26;10;23;39;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7424000;0;0;0;0;0;0;0;0;22;4;26;10;23;41;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7426000;0;0;0;0;0;0;0;0;22;4;26;10;23;43;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7428000;0;0;0;0;0;0;0;0;22;4;26;10;23;45;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7430000;0;0;0;0;0;0;0;0;22;4;26;10;23;47;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7432000;0;0;0;0;0;0;0;0;22;4;26;10;23;49;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7434000;0;0;0;0;0;0;0;0;22;4;26;10;23;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7436000;0;0;0;0;0;0;0;0;22;4;26;10;23;53;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7438000;0;0;0;0;0;0;0;0;22;4;26;10;23;55;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7440000;0;0;0;0;0;0;0;0;22;4;26;10;23;57;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7442000;0;0;0;0;0;0;0;0;22;4;26;10;23;59;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7444000;0;0;0;0;0;0;0;0;22;4;26;10;24;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7446000;0;0;0;0;0;0;0;0;22;4;26;10;24;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7448000;0;0;0;0;0;0;0;0;22;4;26;10;24;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7450000;0;0;0;0;0;0;0;0;22;4;26;10;24;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7452000;0;0;0;0;0;0;0;0;22;4;26;10;24;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7454000;0;0;0;0;0;0;0;0;22;4;26;10;24;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7456000;0;0;0;0;0;0;0;0;22;4;26;10;24;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7458000;0;0;0;0;0;0;0;0;22;4;26;10;24;15;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7460000;0;0;0;0;0;0;0;0;22;4;26;10;24;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7462000;0;0;0;0;0;0;0;0;22;4;26;10;24;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7464000;0;0;0;0;0;0;0;0;22;4;26;10;24;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7466000;0;0;0;0;0;0;0;0;22;4;26;10;24;23;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7468000;0;0;0;0;0;0;0;0;22;4;26;10;24;25;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7470000;0;0;0;0;0;0;0;0;22;4;26;10;24;27;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7472000;0;0;0;0;0;0;0;0;22;4;26;10;24;29;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7474000;0;0;0;0;0;0;0;0;22;4;26;10;24;31;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7476000;0;0;0;0;0;0;0;0;22;4;26;10;24;33;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7478000;0;0;0;0;0;0;0;0;22;4;26;10;24;35;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7480000;0;0;0;0;0;0;0;0;22;4;26;10;24;37;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7482000;0;0;0;0;0;0;0;0;22;4;26;10;24;39;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7484000;0;0;0;0;0;0;0;0;22;4;26;10;24;41;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7486000;0;0;0;0;0;0;0;0;22;4;26;10;24;43;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7488000;0;0;0;0;0;0;0;0;22;4;26;10;24;45;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7490000;0;0;0;0;0;0;0;0;22;4;26;10;24;47;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7492000;0;0;0;0;0;0;0;0;22;4;26;10;24;49;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7494000;0;0;0;0;0;0;0;0;22;4;26;10;24;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7496000;0;0;0;0;0;0;0;0;22;4;26;10;24;53;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7498000;0;0;0;0;0;0;0;0;22;4;26;10;24;55;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7500000;0;0;0;0;0;0;0;0;22;4;26;10;24;57;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7502000;0;0;0;0;0;0;0;0;22;4;26;10;24;59;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7504000;0;0;0;0;0;0;0;0;22;4;26;10;25;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7506000;0;0;0;0;0;0;0;0;22;4;26;10;25;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7508000;0;0;0;0;0;0;0;0;22;4;26;10;25;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7510000;0;0;0;0;0;0;0;0;22;4;26;10;25;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7512000;0;0;0;0;0;0;0;0;22;4;26;10;25;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7514000;0;0;0;0;0;0;0;0;22;4;26;10;25;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7516000;0;0;0;0;0;0;0;0;22;4;26;10;25;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7518000;0;0;0;0;0;0;0;0;22;4;26;10;25;15;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7520000;0;0;0;0;0;0;0;0;22;4;26;10;25;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7522000;0;0;0;0;0;0;0;0;22;4;26;10;25;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7524000;0;0;0;0;0;0;0;0;22;4;26;10;25;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7526000;0;0;0;0;0;0;0;0;22;4;26;10;25;23;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7528000;0;0;0;0;0;0;0;0;22;4;26;10;25;25;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7530000;0;0;0;0;0;0;0;0;22;4;26;10;25;27;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7532000;0;0;0;0;0;0;0;0;22;4;26;10;25;29;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7534000;0;0;0;0;0;0;0;0;22;4;26;10;25;31;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7536000;0;0;0;0;0;0;0;0;22;4;26;10;25;33;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7538000;0;0;0;0;0;0;0;0;22;4;26;10;25;35;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7540000;0;0;0;0;0;0;0;0;22;4;26;10;25;37;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7542000;0;0;0;0;0;0;0;0;22;4;26;10;25;39;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7544000;0;0;0;0;0;0;0;0;22;4;26;10;25;41;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7546000;0;0;0;0;0;0;0;0;22;4;26;10;25;43;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7548000;0;0;0;0;0;0;0;0;22;4;26;10;25;45;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7550000;0;0;0;0;0;0;0;0;22;4;26;10;25;47;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7552000;0;0;0;0;0;0;0;0;22;4;26;10;25;49;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7554000;0;0;0;0;0;0;0;0;22;4;26;10;25;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7556000;0;0;0;0;0;0;0;0;22;4;26;10;25;53;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7558000;0;0;0;0;0;0;0;0;22;4;26;10;25;55;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7560000;0;0;0;0;0;0;0;0;22;4;26;10;25;57;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7562000;0;0;0;0;0;0;0;0;22;4;26;10;25;59;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7564000;0;0;0;0;0;0;0;0;22;4;26;10;26;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7566000;0;0;0;0;0;0;0;0;22;4;26;10;26;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7568000;0;0;0;0;0;0;0;0;22;4;26;10;26;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7570000;0;0;0;0;0;0;0;0;22;4;26;10;26;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7572000;0;0;0;0;0;0;0;0;22;4;26;10;26;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7574000;0;0;0;0;0;0;0;0;22;4;26;10;26;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7576000;0;0;0;0;0;0;0;0;22;4;26;10;26;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7578000;0;0;0;0;0;0;0;0;22;4;26;10;26;15;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7580000;0;0;0;0;0;0;0;0;22;4;26;10;26;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7582000;0;0;0;0;0;0;0;0;22;4;26;10;26;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7584000;0;0;0;0;0;0;0;0;22;4;26;10;26;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7586000;0;0;0;0;0;0;0;0;22;4;26;10;26;23;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7588000;0;0;0;0;0;0;0;0;22;4;26;10;26;25;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7590000;0;0;0;0;0;0;0;0;22;4;26;10;26;27;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7592000;0;0;0;0;0;0;0;0;22;4;26;10;26;29;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7594000;0;0;0;0;0;0;0;0;22;4;26;10;26;31;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7596000;0;0;0;0;0;0;0;0;22;4;26;10;26;33;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7598000;0;0;0;0;0;0;0;0;22;4;26;10;26;35;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7600000;0;0;0;0;0;0;0;0;22;4;26;10;26;37;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7602000;0;0;0;0;0;0;0;0;22;4;26;10;26;39;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7604000;0;0;0;0;0;0;0;0;22;4;26;10;26;41;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7606000;0;0;0;0;0;0;0;0;22;4;26;10;26;43;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7608000;0;0;0;0;0;0;0;0;22;4;26;10;26;45;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7610000;0;0;0;0;0;0;0;0;22;4;26;10;26;47;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7612000;0;0;0;0;0;0;0;0;22;4;26;10;26;49;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7614000;0;0;0;0;0;0;0;0;22;4;26;10;26;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7616000;0;0;0;0;0;0;0;0;22;4;26;10;26;53;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7618000;0;0;0;0;0;0;0;0;22;4;26;10;26;55;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7620000;0;0;0;0;0;0;0;0;22;4;26;10;26;57;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7622000;0;0;0;0;0;0;0;0;22;4;26;10;26;59;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7624000;0;0;0;0;0;0;0;0;22;4;26;10;27;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7626000;0;0;0;0;0;0;0;0;22;4;26;10;27;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7628000;0;0;0;0;0;0;0;0;22;4;26;10;27;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7630000;0;0;0;0;0;0;0;0;22;4;26;10;27;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7632000;0;0;0;0;0;0;0;0;22;4;26;10;27;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7634000;0;0;0;0;0;0;0;0;22;4;26;10;27;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7636000;0;0;0;0;0;0;0;0;22;4;26;10;27;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7638000;0;0;0;0;0;0;0;0;22;4;26;10;27;15;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7640000;0;0;0;0;0;0;0;0;22;4;26;10;27;17;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7642000;0;0;0;0;0;0;0;0;22;4;26;10;27;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7644000;0;0;0;0;0;0;0;0;22;4;26;10;27;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7646000;0;0;0;0;0;0;0;0;22;4;26;10;27;23;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7648000;0;0;0;0;0;0;0;0;22;4;26;10;27;25;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7650000;0;0;0;0;0;0;0;0;22;4;26;10;27;27;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7652000;0;0;0;0;0;0;0;0;22;4;26;10;27;29;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7654000;0;0;0;0;0;0;0;0;22;4;26;10;27;31;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
7656000;0;0;0;0;0;0;0;0;22;4;26;10;27;33;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
